"","serialno","triwales","gogledd","bes05","wtfactor","intdate","sintdate","sttim","inwshh","inwsmm","inwdd","inwmm","inwyr","sintlen","thank","wreadpap","whpaper1","whpaper2","whpaper3","nwspswrg","nwspbrit","nwspwrld","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","tvrgnews","ptythnk","ptycls","idstrng","partyid","politic2","voted","votecod1","votecod2","votecod3","votecod4","votecod5","nvvotec","nvvotel","whendecd","votec","yvtclsc","ptyprefc","voters2c","votel","yvtclsl","ptyprefl","scwbrit","vote1st","vote2nd","mostimpo","mostimp1","mostimp2","mostimp3","mostimp4","mostimp5","voteukge","dfwnscw","dfwnge","coalitin","coalitw","votesyst","votesylc","confeel","labfeel","ldfeel","pcfeel","natcapab","evblair","evids","evkenned","evmorgan","evwjones","evgerman","evbourne","cnlbdfw","natlabdf","coalpc","snhsiesw","snhswhsw","edstiesw","edstwhsw","sliviesw","slivwhsw","taxspend","bpriorf1","bpriorf2","brworld","levelgen","levelub","levelfee","levelpsc","iraq1","iraq2","asylum","buspass","foundhos","ecpolicy","abolspw","govtrust","soctrust","govtwork","walework","losetch","voteintr","lostcham","cooppaas","coophoc","impgweas","ukintnat","natinnat","regbias","whbias","closeloc","closeesw","closebr","closeeur","srsoccl1","srsoccl2","srsoccl","natclass","natid","gbpride","natpride","ident1b","ident2b","ident3b","flaguj","flagnat","passport","waleparl","walepar2","votessw2","walshind","indepent","doesinfl","oughinfl","infl10yr","leaveuk2","voiceuk3","sayingv3","imprved3","wnanhs","wnaecon2","contgovb","contnhs","evcnam1","evcnam2","evcnmp","evcncoun","wllivlan","welshdif","rwelshsp","rsex","rage","ragecat","ragecat2","rsexage","rsexage2","natbrit","nateng","nateuro","natirish","natni","natscot","natulst","natwelsh","natoth","natnone","bnationu","bestnatu","religion","religsum","famrelig","rlfamsum","chattend","marstat2","marstat","married","rspborn","rlivels2","livwasc2","parborn","livearea","tenure","tenure2","reconact","seconact","r2soc200","r2es2000","r2nssec","r2sic92","r2lastjb","r2emplye","r2superv","r2ocsec2","r2empwrk","r2jbhrsi","r2empst2","r2sicgp","r2ngh","r2nghgrp","p2soc200","p2es2000","p2nssec","p2sic92","p2lastjb","p2emplye","p2superv","p2ocsec2","p2empwrk","p2jbhrsi","p2empst2","p2sicgp","p2ngh","p2nghgrp","unionsa2","maininc2","hhincome","othchld4","schqual","pschqual","edqual1","edqual2","edqual3","edqual4","edqual26","edqual27","edqual28","edqual29","edqual30","edqual31","edqual32","edqual22","edqual23","edqual24","edqual25","edqual10","edqual11","edqual17","edqual18","edqual19","edqual20","edqual21","edqual12","edqual13","edqual14","edqual15","edqual16","hedqual","internet","wwwuse","vote01","votsw99c","votsw99l","refvotew","phone","phonebck","stable","endtim","inwehh","inwemm","selfcomp","duration","sintlen2","int_num","tnc","duno","dusel","persno","perssel","intlang","rborn3","tenure5","reconsum","seconsum","r2opcat","p2opcat","r2class","p2class","r2clasgp","p2clasgp","r2econps","p2econps","r2nseg","p2nseg","r2nseggp","p2nseggp","r2nsoccl","p2nsoccl","r2jbhrci","p2jbhrci","r2partfi","p2partfi","psu_id","ua_id","ua_name","constit","region","clwydw","northw","wardid","wardname","welshspk","popdens","endfile","cardno20","intvr20","batch20","language","fairshar","richlaw","tuntneed","privent","publcown","govresp1","nlbintwc","nlbinten","nlbintsw","nlbintwl","swlintwc","swlinten","swlintsw","swlintwl","natintwc","natinten","natintsw","natintwl","conintwc","coninten","conintsw","conintwl","ldwintwc","ldwinten","ldwintsw","ldwintwl","votduty2","proprep","proprnat","proprloc","swvotdf2","swsysdf2","swquiz1b","swquiz3b","quizscbu","quizrhod","swquiz4","swquiz5","swquiz6","swquiz7","swquiz8","swquiz9","quizldco","quizlist","quiz60am","swvote1","swvote2b","swvote3b","swvote4","electsy1","electsy2","swvots1b","swvots2b","swvotsy3","swvots4b","swvot5b","swvot6b","swvotsy7","swvotsy8","numbmps","govcoal1","govcoal2","minorp","foregone","qtime","qdate","scsexchk","scagechk","leftrigh","wmirror","filter_$","constpre","trids","walesbor"
"279",22719,0,0,1,1.1027,"13052003","13052003","13:07:34",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,3,3,1,1,0,1,1,0,0,0,0,0,0,1,0,2,3,2,2,1,-1,-1,-1,-1,-1,NA,NA,4,1,7,NA,4,1,7,NA,2,1,2,"THE DEVELOPMENT OF WALES WELFARE STANDARDS,HEALTH",17,3,NA,NA,NA,1,2,1,2,2,1,2,2,4,2,4,1,3,5,2,8,4,6,98,2,1,1,2,2,8,9,3,2,3,2,1,3,2,1,1,2,1,1,1,2,4,1,2,3,1,2,2,2,1,4,2,3,3,2,1,2,1,1,2,2,4,1,NA,1,2,3,1,1,2,17,8,1,2,1,4,3,1,2,3,1,1,4,2,1,1,1,1,2,2,2,2,NA,2,2,3,4,3,1,74,7,6,7,6,1,1,2,2,2,2,2,1,2,2,1,1,3,1,3,1,4,1,1,1,1,2,10,3,5,1,1,9,9,1224,2,8.1,55,4,2,1,NA,1,96,2,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,6,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,0,1,1,2,"14:15:05",NA,NA,61,68,68,"0487",1,1,-1,2,2,NA,2,1,4,4,8,NA,4,NA,3,NA,9,9,3,NA,1,NA,2,NA,4,NA,1,NA,27,"00NS","Sir Benfro - Pembrokeshire","Preseli Pembrokeshire Co Const",2,0,0,"00NSRP","St. Ishmael s ED",5.43,2.56,"X",20,NA,2178,2,5,1,2,3,3,3,4,4,4,4,3,3,3,3,2,2,2,2,4,4,4,4,2,2,2,3,3,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,2,5,2,2,5,1,5,1,2,1,5,2,2,4,4,1,2,2,1905,1,57,2.5,0,1,2,2,0
"280",22803,2,0,0,1.654,"13052003","13052003","17:37:22",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,1,0,0,2,5,-1,3,5,4,2,5,96,96,96,96,5,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,98,3,2,2,2,1,2,3,2,8,2,3,5,98,6,6,5,98,98,2,2,2,3,2,3,2,8,9,3,2,1,3,1,1,1,1,4,2,2,2,2,3,2,3,1,3,2,3,3,3,2,8,3,3,2,2,1,1,1,1,2,4,1,1,2,1,2,1,14,19,21,3,2,8,4,3,1,3,3,2,1,2,2,3,1,3,2,2,3,3,2,NA,1,2,2,2,3,2,41,3,3,11,10,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,12,3,7,2,2,1,4,1,-1,1,41,2,1,3,3,5434,6,10,80,NA,1,1,3,2,27,8,13,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,2,1,1,2,"18:15:18",NA,NA,61,38,38,"0487",3,1,-1,3,3,NA,1,2,2,2,10,NA,5,NA,4,NA,2,5,10,NA,5,NA,4,NA,3,NA,2,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSQB","Hundleton ED",7.99,0.42,"X",20,NA,2179,2,5,1,5,1,2,4,3,3,3,4,2,3,2,2,1,2,1,1,3,4,4,3,4,4,4,4,3,1,1,1,4,1,1,2,3,2,2,4,3,8,2,8,2,8,8,4,4,2,4,1,1,4,4,4,3,2,4,2,2,1,2,4,3,4,3,1505,1,99,2.33333333333333,0,1,2,1,1
"281",22804,2,0,0,0.5513,"08052003","08052003","13:27:23",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,0,0,0,1,5,-1,2,5,2,1,-1,-1,-1,-1,-1,NA,NA,4,5,2,NA,2,5,2,NA,1,5,3,"hoping they wud do better for us re.hospitals,transport",3,8,NA,NA,NA,5,1,1,2,1,2,2,4,3,1,1,3,6,8,9,8,7,8,9,2,3,2,2,2,4,1,4,1,3,3,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,3,4,2,2,3,2,2,3,4,2,2,1,1,2,2,4,4,1,1,2,3,1,1,9,2,17,1,1,1,3,1,1,1,2,2,1,1,1,1,1,3,1,2,2,2,2,NA,2,2,2,2,3,1,79,7,6,7,6,1,2,2,2,2,2,2,2,2,2,-1,1,2,2,2,2,6,1,1,1,3,2,26,3,22,3,2,9,9,3211,7,4.1,85,4,1,2,3,2,42,9,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,2,1,-1,-1,-1,-1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,98,98,2,1,1,1,"14:24:06",NA,NA,61,57,57,"0487",1,1,-1,1,-1,NA,2,3,4,4,4,NA,2,NA,1,NA,9,9,7,NA,2,NA,2,NA,4,NA,1,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSQB","Hundleton ED",7.99,0.42,"X",20,NA,3038,1,4,4,4,4,4,2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,8,8,1,2,3,8,9,9,9,9,8,8,8,8,8,8,8,8,8,2,2,8,8,8,8,8,8,8,8,1,2,2,8,4,1,2406,2,37,2.66666666666667,0,0,3,2,0
"282",22813,2,0,0,1.1027,"23052003","23052003","17:41:37",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,1,2,-1,3,2,3,1,-1,-1,-1,-1,-1,NA,NA,4,5,4,NA,1,5,2,NA,1,5,2,"what was happening generally .dissatisfaction with labour inUK",97,NA,NA,NA,NA,2,1,2,1,1,2,2,4,2,2,2,2,5,4,8,7,6,3,7,2,1,1,2,2,1,2,1,1,3,2,4,3,1,1,1,1,2,2,4,2,1,2,2,3,1,3,3,4,2,4,2,3,2,2,1,2,2,2,1,2,3,1,NA,1,1,7,5,2,21,14,8,3,2,8,2,3,2,1,2,2,1,1,1,1,1,1,1,2,3,3,2,NA,2,2,1,2,3,1,46,4,4,4,4,2,2,1,1,2,2,2,1,2,2,8,8,2,2,2,2,4,1,1,1,4,1,-1,2,8,2,1,3,8,2443,6,3.2,85,NA,1,1,3,2,37,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,1,2,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,2,2,98,1,1,1,1,"18:30:02",NA,NA,61,49,49,"0487",5,1,-1,2,2,NA,1,2,2,5,3,NA,1,NA,1,NA,1,11,7,NA,2,NA,2,NA,4,NA,1,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSQF","Lamphey ED",7.99,0.42,"X",20,NA,1036,1,3,3,5,5,1,1,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,4,8,1,8,4,1,4,4,4,4,8,1,4,2,3,3,5,1,1,1,8,5,5,1,3,2,3,2,1,1,8,5,4,4,905,2,50,1.66666666666667,0,1,4,NA,1
"283",22814,2,0,0,0.5513,"09052003","09052003","11:33:38",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,0,0,0,0,0,1,2,-1,2,2,2,1,-1,-1,-1,-1,-1,NA,NA,1,2,2,NA,1,2,2,NA,2,2,5,"health",3,NA,NA,NA,NA,2,2,3,1,1,1,1,3,2,3,2,2,10,8,8,9,8,9,9,2,1,1,4,1,1,1,2,1,3,1,3,2,1,1,1,1,5,2,1,5,1,3,2,1,1,2,3,4,4,4,2,2,2,2,2,1,NA,1,1,1,2,2,NA,2,1,3,1,1,4,10,21,3,3,1,4,3,1,2,4,2,1,1,3,1,3,3,3,3,1,1,2,NA,1,1,1,4,3,2,55,5,5,13,12,1,2,2,2,2,2,2,1,2,2,1,1,3,1,3,1,4,4,3,2,4,2,40,1,40,3,2,2,-1,7212,7,7.2,64,1,1,2,1,2,37,9,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,1,1,1,0,2,3,0,0,0,28,0,0,0,0,0,23,0,0,0,0,17,0,0,0,0,12,0,0,0,0,2,2,1,2,2,2,1,1,1,2,"12:20:41",NA,NA,61,47,47,"0487",2,1,-1,1,-1,NA,1,3,1,NA,7,NA,3,NA,2,NA,11,NA,9,NA,3,NA,3,NA,4,NA,1,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSQF","Lamphey ED",7.99,0.42,"X",20,NA,2180,2,2,2,2,2,2,2,3,2,3,3,2,2,3,3,2,3,2,1,3,3,2,2,2,2,2,2,3,3,1,4,4,3,2,2,2,2,2,2,1,8,3,3,3,2,2,4,3,4,4,8,2,2,4,3,2,3,4,4,2,1,4,4,4,4,4,705,1,73,3,0,1,2,2,1
"284",22815,2,0,0,0.5513,"18062003","14052003","16:12:02",NA,NA,NA,NA,NA,NA,NA,1,7,11,0,2,3,3,1,0,1,0,0,0,0,0,0,0,0,2,5,-1,2,5,3,1,-1,-1,-1,-1,-1,NA,NA,1,5,2,NA,1,5,2,NA,1,5,2,"nothing particular",97,NA,NA,NA,NA,5,3,2,1,2,1,1,4,3,3,2,2,7,5,6,6,7,98,98,1,1,2,8,9,2,3,2,1,3,4,1,2,1,2,2,2,4,2,1,1,2,3,2,3,2,2,3,4,3,5,2,3,3,3,2,2,2,1,1,2,3,4,1,1,2,3,2,2,14,6,21,2,1,1,2,3,1,1,3,3,1,3,1,1,1,3,2,2,1,1,2,NA,2,2,2,3,1,2,49,4,4,12,11,1,2,2,2,2,2,2,1,1,2,8,8,3,1,0,5,5,5,4,3,1,2,22,3,10,1,1,3,-1,2411,7,3.1,74,NA,1,2,1,3,30,9,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,1,1,1,5,98,98,1,1,1,2,"16:50:23",NA,NA,51,38,38,"0487",5,1,-1,1,-1,NA,2,1,2,NA,3,NA,1,NA,1,NA,1,NA,6,NA,1,NA,1,NA,4,NA,1,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSRJ","Pembroke: St. Michael ED",7.99,0.42,"X",20,NA,2181,2,4,1,5,5,1,4,2,3,2,4,3,3,3,3,2,3,1,1,1,3,4,4,2,2,3,3,3,1,1,1,3,2,1,1,2,1,1,8,8,8,2,2,2,4,8,1,4,2,5,2,2,4,4,5,4,2,4,8,2,2,9,2,9,9,2,1405,1,41,1.66666666666667,0,1,4,2,0
"285",22818,2,0,0,1.654,"08052003","08052003","15:21:02",NA,NA,NA,NA,NA,NA,NA,1,3,0,0,2,3,3,1,0,0,1,1,0,0,0,0,0,0,1,0,2,3,2,4,1,-1,-1,-1,-1,-1,NA,NA,1,2,1,NA,2,2,1,NA,1,2,3,"health",3,NA,NA,NA,NA,2,1,2,8,1,2,2,3,2,2,5,1,9,6,8,7,5,3,4,3,3,1,1,2,2,2,2,4,3,2,1,4,2,1,1,1,3,2,2,2,4,8,3,3,8,2,3,1,4,3,2,1,1,2,3,2,2,2,1,3,4,4,2,2,2,1,1,1,3,14,8,1,1,8,8,8,2,2,4,2,1,2,2,1,1,3,1,3,3,3,2,NA,2,2,3,2,3,2,74,7,6,15,13,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,3,1,4,1,1,1,2,1,-1,3,52,1,1,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5223,7,11.1,28,5,1,2,1,4,50,9,4,9,5,3,4,4,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,1,2,2,8,1,1,2,"16:19:01",NA,NA,61,58,58,"0487",1,1,-1,3,3,NA,1,1,5,4,NA,11,NA,5,NA,4,8,9,NA,12,NA,4,NA,4,NA,4,NA,1,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSQB","Hundleton ED",7.99,0.42,"X",20,NA,2182,2,3,2,2,3,2,1,3,2,3,3,2,1,3,3,1,2,1,1,3,2,2,2,2,2,2,2,3,3,2,3,4,4,1,2,2,1,1,2,1,8,2,8,2,3,1,3,3,3,1,1,8,3,4,2,2,2,3,2,1,1,2,2,3,2,3,705,1,78,2.5,1,1,NA,1,1
"286",22819,2,0,0,1.1027,"09062003","09062003","10:42:44",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,2,2,-1,3,2,4,2,6,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,2,1,1,1,2,3,3,3,3,3,6,4,98,98,5,98,98,1,2,2,4,1,4,1,2,1,3,1,4,4,1,2,1,2,1,2,4,4,2,1,3,4,2,2,2,2,2,2,3,4,3,4,3,2,1,1,2,3,4,2,NA,2,1,2,3,2,18,8,19,3,2,8,2,4,1,2,4,2,3,1,1,3,2,3,5,5,1,2,2,NA,2,1,4,1,3,1,36,3,3,3,3,2,2,2,2,2,2,2,1,2,2,-1,8,1,3,3,1,1,1,1,1,4,2,20,1,4,3,2,8,10,5431,7,13.3,51,2,1,2,1,3,45,9,7,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,1,1,1,0,2,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,NA,0,1,1,1,"11:23:12",NA,NA,51,41,41,"0487",7,1,-1,2,1,NA,1,3,5,5,13,NA,7,NA,5,NA,11,8,12,NA,4,NA,4,NA,4,NA,1,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSRG","Pembroke: St. Mary North ED",7.99,0.42,"X",20,NA,2183,2,4,2,4,4,1,2,3,3,3,3,3,3,2,2,3,4,2,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,1,1,1,2,1,2,3,3,1,1,1,3,1,1,3,2,1,1,2,3,5,5,2,3,4,4,1,1,2,4,2,2,3,1305,9,63,1.83333333333333,0,1,4,1,1
"287",22820,2,0,0,0.5513,"22052003","22052003","17:32:59",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,2,-1,3,2,3,1,-1,-1,-1,-1,-1,NA,NA,3,2,1,NA,3,2,1,NA,2,2,5,"single parent benefits",97,NA,NA,NA,NA,2,1,1,1,1,2,2,5,1,3,2,3,6,6,98,98,5,98,98,1,2,1,5,1,1,1,4,1,2,2,4,4,1,1,1,1,1,2,2,2,3,3,3,3,2,3,3,1,1,1,3,2,3,2,2,2,1,2,1,1,1,1,NA,1,2,1,2,1,14,4,15,1,1,8,3,4,2,1,4,3,2,1,2,1,3,1,4,3,1,1,2,NA,2,1,1,1,3,2,34,2,2,10,9,1,2,2,2,2,2,2,1,2,2,8,8,0,5,0,5,-1,3,3,2,4,4,24,2,1,3,2,3,-1,9224,7,13.1,55,NA,1,2,1,1,18,9,8,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,2,2,0,0,NA,0,1,1,1,"18:12:11",NA,NA,61,40,40,"0487",3,1,-1,1,-1,NA,1,3,2,NA,13,NA,7,NA,5,NA,2,NA,10,NA,5,NA,5,NA,2,NA,2,NA,28,"00NS","Sir Benfro - Pembrokeshire","Carmarthen West and South Pembrokeshire",2,0,0,"00NSRG","Pembroke: St. Mary North ED",7.99,0.42,"X",20,NA,2184,2,3,4,2,2,3,4,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,1,1,4,1,3,3,8,2,2,1,3,2,3,3,8,3,8,8,3,3,3,3,3,8,4,2,1,4,4,3,4,2,1305,1,58,3.66666666666667,0,1,3,1,1
"288",22901,0,0,1,2.2054,"29052003","29052003","18:32:16",NA,NA,NA,NA,NA,NA,NA,1,6,0,0,2,3,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,NA,2,7,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,5,4,2,2,2,2,3,3,3,3,8,4,98,98,98,98,98,98,3,8,8,3,3,3,8,3,3,2,1,4,3,2,2,2,2,3,3,1,3,8,2,3,4,2,8,8,1,1,1,8,8,3,3,2,2,1,1,2,2,3,4,2,2,3,2,2,2,6,21,10,2,2,8,2,1,8,1,8,2,1,2,3,3,3,3,3,3,3,3,2,NA,2,2,4,2,1,1,22,1,1,1,1,1,2,2,2,2,2,2,1,2,2,8,8,0,5,0,5,-1,6,5,4,4,1,-1,2,22,2,1,3,-1,5231,3,9.1,50,NA,2,2,NA,0,40,3,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,98,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,1,1,0,0,NA,0,1,1,1,"19:02:19",NA,NA,51,30,30,"0090",5,1,-1,4,3,NA,1,2,2,NA,9,NA,4,NA,3,NA,3,NA,7,NA,2,NA,2,NA,4,NA,1,NA,29,"00NS","Sir Benfro - Pembrokeshire","Preseli Pembrokeshire Co Const",2,0,0,"00NSPN","Clydau ED",55.48,0.18,"X",20,NA,2185,2,4,2,4,4,2,3,2,2,3,3,2,2,1,2,2,2,1,1,3,3,3,3,3,3,2,3,1,3,3,3,3,2,2,3,2,4,1,4,2,2,1,3,1,4,2,8,8,8,8,8,8,8,8,8,8,8,8,3,2,1,4,8,3,4,2,2605,2,42,2.16666666666667,0,0,4,1,1
"289",22902,0,0,1,1.1027,"21052003","21052003","18:29:22",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,4,1,-1,-1,-1,-1,-1,NA,NA,1,1,1,NA,1,1,1,NA,2,1,3,"the fact that the present govt are not supporting farming at all.",18,NA,NA,NA,NA,1,2,2,2,2,2,2,1,5,3,4,1,2,3,5,6,4,6,98,1,3,2,4,1,4,1,3,3,4,1,2,3,1,1,2,2,2,2,1,2,8,1,1,4,2,3,3,1,1,1,8,8,3,4,2,2,1,1,1,1,3,1,NA,1,4,5,1,5,2,10,21,1,3,2,5,4,1,2,3,2,1,2,1,1,3,3,3,3,1,1,2,NA,2,2,4,2,2,2,50,4,4,12,11,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,1,6,1,1,1,1,2,47,3,11,1,1,3,9,4215,3,9.1,1,NA,2,2,NA,0,32,3,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,97,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,1,1,1,1,1,2,1,1,2,"19:13:03",NA,NA,61,44,44,"0090",3,1,-1,2,2,NA,2,1,2,4,9,NA,4,NA,3,NA,3,9,15,NA,4,NA,3,NA,4,NA,1,NA,29,"00NS","Sir Benfro - Pembrokeshire","Preseli Pembrokeshire Co Const",2,0,0,"00NSPN","Clydau ED",55.48,0.18,"X",20,NA,2186,2,4,4,4,2,3,4,2,1,3,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2,4,4,4,1,1,3,1,9,9,9,2,4,3,3,2,3,2,4,2,2,2,4,2,4,2,3,2,2,2,8,4,2,3,4,2,1905,2,41,3.16666666666667,0,1,1,3,0
"290",22903,0,0,1,1.1027,"09052003","09052003","14:20:19",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,3,1,1,1,1,0,0,0,0,1,1,0,0,1,0,5,3,5,3,1,-1,-1,-1,-1,-1,NA,NA,4,5,2,NA,1,5,2,NA,1,5,1,"nothing in particular, the manifesto",97,NA,NA,NA,NA,1,4,3,2,2,2,2,4,5,3,3,2,5,7,6,6,8,5,5,1,1,2,3,1,5,1,1,3,2,1,3,3,2,2,2,2,2,2,3,2,8,2,2,3,1,2,2,2,2,2,4,4,3,4,2,2,1,1,1,1,4,4,2,2,3,3,1,1,14,10,19,1,1,8,2,3,1,1,4,2,1,2,3,3,3,3,3,3,3,3,2,NA,2,2,4,2,2,2,59,5,5,13,12,1,2,2,2,2,2,2,1,2,2,8,8,0,5,3,1,7,1,1,1,1,2,21,2,1,1,1,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3319,7,4.1,75,3,1,2,3,3,40,9,12,2,1,3,2,6,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,2,2,1,0,NA,0,1,1,2,"15:10:44",NA,NA,61,50,50,"0090",1,1,-1,2,2,NA,2,1,5,4,NA,4,NA,2,NA,1,8,9,NA,7,NA,2,NA,2,NA,4,NA,1,29,"00NS","Sir Benfro - Pembrokeshire","Preseli Pembrokeshire Co Const",2,0,0,"00NSPN","Clydau ED",55.48,0.18,"X",20,NA,2187,2,1,3,4,3,3,3,2,3,2,2,2,3,1,1,2,4,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,8,8,8,2,2,1,8,8,2,8,8,8,2,3,3,3,2,8,2,3,3,4,3,3,3,2,2,1,3,2,3,3,3,1305,2,23,3.16666666666667,0,1,4,2,0
